Player,,,,,,,,,,,
Dakota Allen,,,,,,,,,,,
Daylen Baldwin,,,,,,,,,,,
D'Anthony Bell,,,,,,,,,,,
David Bell,,,,,,,,,,,
Joel Bitonio,,,,,,,,,,,
Corey Bojorquez,,,,,,,,,,,
Jacoby Brissett,,,,,,,,,,,
Mike Brown,,,,,,,,,,,
Pharaoh Brown,,,,,,,,,,,
Taven Bryan,,,,,,,,,,,
Harrison Bryant,,,,,,,,,,,
Jermaine Carter Jr.,,,,,,,,,,,
Nick Chubb,,,,,,,,,,,
Jadeveon Clowney,,,,,,,,,,,
Jack Conklin,,,,,,,,,,,
Amari Cooper,,,,,,,,,,,
Jaelon Darden,,,,,,,,,,,
Tae Davis,,,,,,,,,,,
Grant Delpit,,,,,,,,,,,
Michael Dunn,,,,,,,,,,,
Jordan Elliott,,,,,,,,,,,
Martin Emerson,,,,,,,,,,,
Demetric Felton,,,,,,,,,,,
Tony Fields,,,,,,,,,,,
Drew Forbes,,,,,,,,,,,
Jerome Ford,,,,,,,,,,,
Miller Forristall,,,,,,,,,,,
Hjalte Froholdt,,,,,,,,,,,
Myles Garrett,,,,,,,,,,,
Thomas Graham,,,,,,,,,,,
A.J. Green,,,,,,,,,,,
Joe Haeg,,,,,,,,,,,
Ronnie Harrison,,,,,,,,,,,
Chris Hubbard,,,,,,,,,,,
James Hudson,,,,,,,,,,,
Charley Hughlett,,,,,,,,,,,
Kareem Hunt,,,,,,,,,,,
Storey Jackson,,,,,,,,,,,
Jesse James,,,,,,,,,,,
D'Ernest Johnson,,,,,,,,,,,
John Johnson,,,,,,,,,,,
Deion Jones,,,,,,,,,,,
Sam Kamara,,,,,,,,,,,
John Kelly,,,,,,,,,,,
Jordan Kunaszyk,,,,,,,,,,,
Richard LeCounte,,,,,,,,,,,
Herb Miller,,,,,,,,,,,
Greg Newsome II,,,,,,,,,,,
David Njoku,,,,,,,,,,,
Jeremiah Owusu-Koramoah,,,,,,,,,,,
Donovan Peoples-Jones,,,,,,,,,,,
Roderick Perry,,,,,,,,,,,
Jacob Phillips,,,,,,,,,,,
Ethan Pocic,,,,,,,,,,,
Reggie Ragland,,,,,,,,,,,
Isaac Rochell,,,,,,,,,,,
Chester Rogers,,,,,,,,,,,
Anthony Schwartz,,,,,,,,,,,
Ben Stille,,,,,,,,,,,
Sione Takitaki,,,,,,,,,,,
Wyatt Teller,,,,,,,,,,,
Isaiah Thomas,,,,,,,,,,,
Tommy Togiai,,,,,,,,,,,
Anthony Walker,,,,,,,,,,,
Denzel Ward,,,,,,,,,,,
Deshaun Watson,,,,,,,,,,,
Greedy Williams,,,,,,,,,,,
Jedrick Wills Jr.,,,,,,,,,,,
Perrion Winfrey,,,,,,,,,,,
Chase Winovich,,,,,,,,,,,
Michael Woods II,,,,,,,,,,,
Alex Wright,,,,,,,,,,,
Cade York,,,,,,,,,,,
Team Total,,,,,,,,,,,
